school_name,official_school_code,short_name,school_type,sector,region,province,city,website,address,directory_source,is_active
Lacson College,13088,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1852-C Taft Avenue, Pasay City, Metro Manila",CHED,true
Lady of Lourdes College of Northern Caloocan,13361,,"Others, please specify",,National Capital Region (NCR),,,,"#15 Gen. Luis St., Caybiga, Caloocan City, Metro Manila",CHED,true
Lyceum of Alabang,13324,,Private Non-Sectarian Foundation,Private,National Capital Region (NCR),,,,"Km 30 National Road, Tunasan, Muntinlupa City, Metro Manila",CHED,true
Lyceum of the Philippines University,13092,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Muralla St., Intramuros, City of Manila, Metro Manila",CHED,true
Makati Science Technological Institute of the Philippines,13439,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"4410 ERL Bldg. Old Sta. Mesa, Sampaloc Manila, City of Manila, Metro Manila",CHED,true
Mandaluyong College of Science and Technology,N_0027,,Local Government College/University,,National Capital Region (NCR),,,,"Welfareville Compound, Barangay Addition Hills, Mandaluyong City, Mandaluyong City, Metro Manila",CHED,true
Manila Adventist College,13097,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1975 Donada Street, Pasay City, Metro Manila",CHED,true
Manila Business College,13296,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"CCK Bldg., 1671 Alvarez St., cor. M. Hizon St., Sta. Cruz, Manila, City of Manila, Metro Manila",CHED,true
Manila Cathedral College,N_0022,,"Others, please specify",,National Capital Region (NCR),,,,"287 Tayuman, Tondo, Manila, City of Manila, Metro Manila",CHED,true
Manila Central University,13094,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Samson Road Brgy. Zone 8, Caloocan City, Metro Manila",CHED,true
Manila Law College,13096,,"Others, please specify",,National Capital Region (NCR),,,,"641 Sales Street, Sta. Cruz Manila, City of Manila, Metro Manila",CHED,true
"Manila Montessori College, Caloocan",13286,,"Others, please specify",,National Capital Region (NCR),,,,"- - -, Caloocan City, Metro Manila",CHED,true
"Manila Montessori College, Lagro",13287,,"Others, please specify",,National Capital Region (NCR),,,,"- - -, Quezon City, Metro Manila",CHED,true
"Manila Montessori College, Manila",13247,,"Others, please specify",,National Capital Region (NCR),,,,"Espana, Sampaloc, Manila, City of Manila, Metro Manila",CHED,true
"Manila Montessori College, Munoz",13288,,"Others, please specify",,National Capital Region (NCR),,,,"304 Roosevelt Ave., cor M.H. Del Pilar St., Quezon City, Quezon City, Metro Manila",CHED,true
Manila Theological College,13098,,"Others, please specify",,National Capital Region (NCR),,,,"478 Manga Ave., Sampaloc, Manila, City of Manila, Metro Manila",CHED,true
Manila Tytana Colleges,13095,,"Others, please specify",,National Capital Region (NCR),,,,"Metropolitan Park, Pres. Diosdado Macapagal Blvd., Pasay City, Metro Manila",CHED,true
Manuel L. Quezon University,13099,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"804 Epifanio Delos Santos Avenue, Diliman, Quezon City, Metro Manila",CHED,true
"Mapua University, Makati",13100a,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"RCBC Bldg. corner N. Garcia St.& Pedro Gil Sts., Makati City, Metro Manila",CHED,true
"Mapua University, Manila",13100,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Muralla St., Intramuros, Manila, City of Manila, Metro Manila",CHED,true
Marianum College,13441,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"146 D. Magallanes St. Tunasan, Muntinlupa City, Metro Manila",CHED,true
Marie-Bernarde College Inc.,13336,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"4th Floor, R&J Bldg., Quirino Highway, Novaliches, Quezon City, Quezon City, Metro Manila",CHED,true
Marikina Polytechnic College,13101,,Chartered State College/University (Main),,National Capital Region (NCR),,,,"Mayor Chanyungco St., Sta. Elena, Marikina City, Marikina City, Metro Manila",CHED,true
"Martinez Colleges, Inc.",13102,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"198 A. Mabini St., Maypajo, 1400, Caloocan City, Metro Manila",CHED,true
Mary Chiles College,13103,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"667 Gastambide St., Sampaloc, Manila, City of Manila, Metro Manila",CHED,true
Mary Johnston College,13104,,"Others, please specify",,National Capital Region (NCR),,,,"1221 Juan Nolasco Street, Tondo, Manila, City of Manila, Metro Manila",CHED,true
Mary the Queen College of Quezon City Inc.,13337,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Road 44 Commonwealth Avenue, Quezon City, Metro Manila",CHED,true
Medici di Makati College,13159,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"1061 Metropolitan Ave, Village, 1203, Makati City, Metro Manila",CHED,true
Meridian International College of Business and Arts,13391,,Private Sectarian Stock,Private,National Capital Region (NCR),,,,"1030 Campus Ave., 2/F Commerce and Industry Plaza Bldg., Upper McKinley, Global City, Taguig City, Taguig City, Metro Manila",CHED,true
"Messiah College Foundation, Inc.",13359,,"Others, please specify",,National Capital Region (NCR),,,,"Unit 406 West Tower, Philippine Stock Exchange Center, Exchange Road, Pasig City, Pasig City, Metro Manila",CHED,true
"Metro Business College, Pasay",13107,,Private Sectarian Stock,Private,National Capital Region (NCR),,,,"200 Dolores St., Arnaiz Avenue, Pasay City, Metro Manila",CHED,true
Metro Business Computer College (Quezon City),13108,,"Others, please specify",,National Capital Region (NCR),,,,"627 Valencia Bldg. Cubao Quezon City, Quezon City, Metro Manila",CHED,true
Metro Manila College,13109,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"University Site Barangay Kaligayahan, Novaliches, Quezon City, Metro Manila",CHED,true
Metro Polytechnic College,13299,,"Others, please specify",,National Capital Region (NCR),,,,"Ph.1 Pkg.2 Blk.1 Lot.1 Bagong Silang, Caloocan City, Caloocan City, Metro Manila",CHED,true
Metropolitan Institute of Arts and Sciences,13442,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"4408 Capricorn corner Pisces St., Ma. Luisa Subdivision, Zabarte Road, Camarin, Caloocan City, Metro Manila",CHED,true
"Metropolitan Medical Center College of Arts, Science and Technology, Inc.",13110,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1357 G. Masangkay St., Sta. Cruz, Manila, City of Manila, Metro Manila",CHED,true
MFI Polytechnic Institute Inc.,13432,,"Others, please specify",,National Capital Region (NCR),,,,"MFI Building, Ortigas Avenue, 1605 Pasig City, Pasig City, Metro Manila",CHED,true
Miriam College,13111,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Katipunan Road, Loyola Heights, Quezon City, Quezon City, Metro Manila",CHED,true
Mother of Life Center,13112,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"# 123 Susano Road, San Agustin, Novaliches, Quezon City, Quezon City, Metro Manila",CHED,true
NAMEI Polytechnic Institute,13115,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"P. Sanchez St., Sta. Mesa, Manila, City of Manila, Metro Manila",CHED,true
National Aviation Academy of the Philippines,13149,,Chartered State College/University (Main),,National Capital Region (NCR),,,,"Piccio Garden, Â Villamor, Pasay City, Pasay City, Metro Manila",CHED,true
National Christian Life College,13311,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"# 7 1st Street, Marikina City, Marikina City, Metro Manila",CHED,true
"National College of Business and Arts, Cubao",13116,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"994 Aurora Blvd., Cubao, Quezon City, Quezon City, Metro Manila",CHED,true
"National College of Business and Arts, Fairview",13117,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Commonwealth Ave., cor. Regalado St. Fairview, Quezon City, Metro Manila",CHED,true
National Defense College,13253,,CHED-Supervised Institution,,National Capital Region (NCR),,,,"Logcom Area, Camp Aguinaldo, Quezon City, Quezon City, Metro Manila",CHED,true
National Polytechnic College of Science and Technology,13360,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Lot22 Block 125 Quirino Avenue, Lagro, Quezon City, Quezon City, Metro Manila",CHED,true
National University,13121,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"551 M.F. Jhocson St. Sampaloc Manila, City of Manila, Metro Manila",CHED,true
Navotas Polytechnic College,13122,,Local Government College/University,,National Capital Region (NCR),,,,"Bangus St. North Bay Boulevard South, Navotas City, Metro Manila, Navotas City, Metro Manila",CHED,true
NBS College,13448,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Quezon Avenue corner Sct. Borromeo, Quezon City, Metro Manila",CHED,true
New England College,13343,,"Others, please specify",,National Capital Region (NCR),,,,"#40 Quezon Avenue, Quezon City, Quezon City, Metro Manila",CHED,true
New Era University,13123,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"No. 9 Central Ave., New Era, Quezon City, Metro Manila",CHED,true
"NOVA College, Inc.",13245,,"Others, please specify",,National Capital Region (NCR),,,,"3rd Flr. Gonzalez Bldg., 1197 EDSA, Quezon City, Quezon City, Metro Manila",CHED,true
NOVAGEN Colleges,13352,,"Others, please specify",,National Capital Region (NCR),,,,"#797 Quirino Highway, Gulod, Novaliches, Quezon City, Quezon City, Metro Manila",CHED,true
"NRS Institute of Technology, Manila",N_0029,,"Others, please specify",,National Capital Region (NCR),,,,"Manila, City of Manila, Metro Manila",CHED,true
NU East Ortigas Incorporated,N_0031,,"Others, please specify",,National Capital Region (NCR),,,,"Ortigas Avenue Extension, Brgy. Sta. Lucia, Pasig, Pasig City, Metro Manila",CHED,true
NU Fairview Incorporated,13459,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"SM Fairview Complex, Quirino High-way, corner Regalado High-way, Quezon City, Metro Manila",CHED,true
NU MOA Incorporated,N_0028,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Mall of Asia Complex, Zone 10, CBP-1A Coral Way, Barangay 76, Pasay City, Pasay City, Metro Manila",CHED,true
"O.B. Montessori Center, Inc.",13238,,"Others, please specify",,National Capital Region (NCR),,,,"#3 Eisenhower Street, Greenhills, San Juan, Metro Manila, San Juan City, Metro Manila",CHED,true
"Olivarez College, Inc.",13124,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Dr. A. Santos Avenue, San Dionisio, Parañaque City, Metro Manila",CHED,true
Our Lady of Fatima University (Fatima Medical Science Foundation Inc.),13125,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"120 McArthur Highway, Valenzuela City, Metro Manila",CHED,true
"Our Lady of Fatima University, Quezon City",13269,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"#1 Esperanza St. Hilltop Subdivision, Lagro, Quezon City, Metro Manila",CHED,true
"Our Lady of Guadalupe Colleges, Inc.",13316,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Sierra Madre St. cor. I Esteban St., Mandaluyong City, Mandaluyong City, Metro Manila",CHED,true
Our Lady of Lourdes College,13126,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"5031 Gen. T. de Leon, Valenzuela City, Metro Manila",CHED,true
Our Lady of Lourdes Technological College,13270,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"105 General Luis St., Novaliches, Quezon City, Metro Manila",CHED,true
Our Lady of Perpetual Succor College,13218,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Gen. Ordonez St., Concepcion Uno, Marikina City, Marikina City, Metro Manila",CHED,true
"Our Lady of the Angels Seminary - College, Inc.",13127,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Seminary Road, Bagbag, Novaliches, Quezon City, Quezon City, Metro Manila",CHED,true
Our Lords Grace Montessori School & Colleges,13248,,"Others, please specify",,National Capital Region (NCR),,,,"Commonwealth Avenue, Diliman, Quezon City 1104, Quezon City, Metro Manila",CHED,true
PACE Graduate School of Christian Education,13129,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"#22 Third Avenue, Cubao, Quezon City, Quezon City, Metro Manila",CHED,true
Paco Catholic School,N_0024,,"Others, please specify",,National Capital Region (NCR),,,,"1521 Paz Street, Paco, City of Manila, Metro Manila",CHED,true
Pamantasan ng Lungsod ng Marikina,13347,,Local Government College/University,,National Capital Region (NCR),,,,"Panama Corner. Brazil Street., Greenheights Subd., Concepcion Uno, Marikina City, Metro Manila",CHED,true
Pamantasan ng Lungsod ng Valenzuela,13335,,Local Government College/University,,National Capital Region (NCR),,,,"Maysan Road corner Tongco Street, Maysan, Valenzuela City, Metro Manila",CHED,true
"Pasig Catholic College, Inc.",13133,,"Others, please specify",,National Capital Region (NCR),,,,"Justice Ramon Jabson St., Malinao, Pasig City, Metro Manila",CHED,true
PATTS College of Aeronautics,13134,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Lombos Avenue, San isidro, Parañaque City, Metro Manila",CHED,true
"Perpetual Help College of Manila, Inc.",13135,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"1504 Laong -Laan St. corner Gelinos St., Sampaloc, Manila, City of Manila, Metro Manila",CHED,true
Philippine Christian University,13138,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"1648 Taft Avenue, Cor. Pedro Gil St., City of Manila, Metro Manila",CHED,true
Philippine College of Criminology,13139,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"641 Sales Street, Sta. Cruz, Manila, City of Manila, Metro Manila",CHED,true
"Philippine College of Health and Sciences, Inc.",13140,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"1813 C.M. Recto Ave., Zone 041, Brgy 395, Sampaloc, City of Manila, Metro Manila",CHED,true
Philippine Cultural College,13369,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"46 M. Cuenco corner D. Tuazon Sts., Barangay Lourdes, Quezon City, Metro Manila",CHED,true
Philippine Dominican Center of Institutional Studies,13137,,Private Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"Sto. Domingo Convent, 537 Quezon Avenue, 1114 Quezon City, Quezon City, Metro Manila",CHED,true
Philippine Law School,13142,,Private Non-Sectarian Non-Stock,Private,National Capital Region (NCR),,,,"2188 F.B. Harrison Street, Pasay City, Pasay City, Metro Manila",CHED,true
Philippine Merchant Marine School,13144,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"Lope de Vega, Sta. Cruz, Manila, City of Manila, Metro Manila",CHED,true
"Philippine Merchant Marine School, Las Piñas",13145,,Private Non-Sectarian Stock,Private,National Capital Region (NCR),,,,"San Antonio Valley Road Talon I, Las Piñas City, Metro Manila",CHED,true
Philippine Normal University (Main),13146,,Chartered State College/University (Main),,National Capital Region (NCR),,,,"Taft Avenue corner Ayala Boulevard, Ermita, Manila, City of Manila, Metro Manila",CHED,true
